Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Rhodosporidiobolus_ruineniae_JCM8097__FDBC517F_004543-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Rhodosporidiobolus_ruineniae_JCM8097__FDBC517F_004534-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Phenoliferia_glacialis_DBVPG_5880__FE31FC8F_001998-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000205-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000242-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000211-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_009570-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Auricularia_sp._M12_M12__FF7A8E2C_010044-T1
Phenoliferia_psychrophenolica_LCC-F001-001__F0B95F20_000207-T1	Phenoliferia_sp._Uapishka_3_Uapishka_3__FD8D9B8A_003873-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Parastagonospora_nodorum_LDN03-Sn4__F2758E7D_010992-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Margaritispora_aquatica_NNIBRFG339__FFF662BE_003869-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Cairneyella_variabilis_VPRI_42388__F86E1568_005415-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_005596-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Ambrosiozyma_oregonensis_NRRL_Y-6106__F7BE696F_003164-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Saccharomycopsis_sp._FM-2023a_CD511__F354F22C_001564-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Saccharomycopsis_sp._FM-2023a_CD511__F354F22C_003977-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Saccharomycopsis_sp._FM-2023a_CD511__F354F22C_004869-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Teratosphaeria_epicoccoides_CMW31933__F7E6C31D_002737-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Saccharomycopsis_vini_CBS_4110__F78D666B_002883-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Saccharomycopsis_capsularis_CBS_7262__F65BDB4C_003812-T1
Ambrosiozyma_philentoma_NRRL_Y-7523__FEC3FC83_003911-T1	Colletotrichum_sp._JS-367_JS-367__F32D3341_011116-T1
Tilletia_setariae_WJ-1__F4FB85E4_005235-T1	Tilletia_setariae_WJ-1__F4FB85E4_005235-T1
Cyclaneusma_minus_3276__F9109567_007518-T1	Cyclaneusma_minus_3276__F9109567_007518-T1
Cyclaneusma_minus_3276__F9109567_007518-T1	Cyclaneusma_minus_110__F72CA0FB_007870-T1
Cyclaneusma_minus_3276__F9109567_007518-T1	Cyclaneusma_minus_725__FC82A495_002388-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Venturia_oleaginea_Yun35__FF6E85A6_008558-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Pseudopyrenochaeta_lycopersici_CRA-PAV_ER_1518__FED99884_007975-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Morchella_sp._2018-W38C_2018-W38C__FFA64BCD_002599-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._DET2042_DET2042__F91A6A25_003461-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Clathrospora_elynae_CBS_161.51__F1C2DDC0_007758-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Marcelleina_donadinii_RM2391-2016__FF2CB73C_008507-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Morchella_norvegiensis_NRRL_20850__FAF8A922_001780-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_infectoria_BMP_0036__FD741D79_001755-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._BMP_0032_BMP_0032__F7781614_001808-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_triticimaculans_BMP_0046__F899E93D_003601-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_triticimaculans_DAOMC238806__F2158167_001990-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_viburni_BMP_2772__F773377F_007744-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_conjuncta_BMP_0040__FA2481EA_003010-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_conjuncta_DAOMC195272__FCAA17AC_006192-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_ethzedia_BMP_0044__F9A5D186_003876-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_ethzedia_DAOMC238797__FDCEB785_003483-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_hordeiaustralica_BMP_2776__FA1CD795_004864-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_novae-zelandiae_BMP_2774__F54975D0_000687-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._Ai002NY15_Ai002NY15__F87F2AF1_000458-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._DET2072_DET2072__FD3283ED_003918-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._KAS5446_KAS5446__F9E564E1_004475-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_arbusti_BMP_1465__F96AD419_001888-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_arbusti_DAOMC238834__F1A4C5D5_002812-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_incomplexa_BMP_0042__F81EE144_001862-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_oregonensis_DAOMC238619__F58820BB_000587-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._DET2105_DET2105__F951F178_003646-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._DET2106_DET2106__FA709154_002383-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._KAS5470_KAS5470__F88B0107_000610-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._KAS5477_KAS5477__F09002BB_002782-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._KAS5486_KAS5486__FD81CB66_004630-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._KAS5506_KAS5506__FE1D2668_007965-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._KAS5449_KAS5449__F0141B12_003030-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_metachromatica_BMP_0045__FBE239EC_003643-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_metachromatica_DAOMC238798__F90190E3_004240-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_chlamydospora_SC11__F5FB4A4F_004947-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Phaeosphaeria_sp._MPI-PUGE-AT-0046c_MPI-PUGE-AT-0046c__FE335777_007553-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Paraphoma_sp._B47-9_B47-9__F96000E8_005354-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_sp._BMP_2799_BMP_2799__FCCE8A22_004518-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Pyrenochaeta_sp._MPI-SDFR-AT-0127_MPI-SDFR-AT-0127__F291B200_005671-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Alternaria_ventricosa_BMP_2768__F7746CC6_002239-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Morchella_angusticeps_NRRL_20909__FE6E58E4_002772-T1
Venturia_oleaginea_Yun35__FF6E85A6_008558-T1	Pseudorhizina_californica_MICH352088__F34CEB69_000046-T1
